time	wsp	wdir
0:7:45	7.20	32
0:7:48	6.30	32
0:7:51	7.20	32
0:7:54	7.20	32
0:7:57	7.20	33
0:8:0	6.30	32
0:8:3	7.20	32
0:8:6	7.20	33
0:8:9	8.10	32
0:8:12	7.20	33
0:8:15	6.30	33
0:8:18	7.20	32
0:8:21	7.20	32
0:8:24	7.20	32
0:8:27	6.30	32
0:8:30	7.20	32
0:8:33	7.20	32
0:8:36	6.30	33
0:8:39	7.20	32
0:8:42	7.20	32
0:8:45	7.20	32
0:8:48	7.20	32
0:8:51	7.20	32
0:8:54	6.30	33
0:8:57	7.20	32
0:9:0	6.30	32
0:9:3	7.20	32
0:9:6	7.20	32
0:9:9	6.30	32
0:9:12	7.20	32
0:9:15	7.20	32
0:9:18	6.30	32
0:9:21	7.20	33
0:9:24	7.20	32
0:9:27	7.20	32
0:9:30	7.20	32
0:9:33	6.30	32
0:9:36	7.20	33
0:9:39	7.20	33
0:9:42	6.30	33
0:9:45	7.20	32
0:9:48	7.20	33
0:9:51	6.30	33
0:9:54	7.20	32
0:9:57	7.20	32
0:10:0	7.20	32
0:10:3	6.30	32
0:10:6	7.20	33
0:10:9	7.20	33
0:10:12	7.20	32
0:10:15	7.20	33
0:10:18	7.20	33
0:10:21	5.40	33
0:10:24	4.50	32
0:10:27	5.40	32
0:10:30	5.40	33
0:10:33	5.40	33
0:10:36	5.40	32
0:10:39	4.50	33
0:10:42	5.40	33
0:10:45	5.40	33
0:10:48	4.50	32
0:10:51	5.40	33
0:10:54	5.40	33
0:10:57	5.40	33
0:11:0	5.40	33
0:11:3	4.50	33
0:11:6	5.40	33
0:11:9	4.50	33
0:11:12	4.50	33
0:11:15	5.40	33
0:11:18	5.40	33
0:11:21	4.50	33
0:11:24	5.40	32
0:11:27	5.40	33
0:11:30	4.50	33
0:11:33	5.40	33
0:11:36	5.40	33
0:11:39	5.40	33
0:11:42	4.50	33
0:11:45	5.40	33
0:11:48	5.40	32
0:11:51	4.50	32
0:11:54	5.40	32
0:11:57	5.40	32
0:12:0	5.40	32
0:12:3	4.50	32
0:12:6	5.40	32
0:12:9	4.50	32
0:12:12	5.40	32
0:12:15	4.50	33
0:12:18	5.40	34
0:12:21	5.40	33
0:12:24	5.40	33
0:12:27	5.40	33
0:12:30	4.50	32
0:12:33	5.40	32
0:12:36	5.40	33
0:12:39	4.50	33
0:12:42	5.40	32
0:12:45	4.50	33
0:12:48	5.40	33
0:12:51	4.50	33
0:12:54	5.40	33
0:12:57	4.50	33
0:13:0	5.40	33
0:13:3	4.50	33
0:13:6	5.40	33
0:13:9	4.50	33
0:13:12	5.40	33
0:13:15	5.40	33
0:13:18	4.50	33
0:13:21	5.40	33
0:13:24	5.40	33
0:13:27	5.40	33
0:13:30	5.40	33
0:13:33	4.50	33
0:13:36	5.40	32
0:13:39	5.40	32
0:13:42	4.50	32
0:13:45	5.40	32
0:13:48	4.50	32
0:13:51	5.40	33
0:13:54	5.40	32
0:13:57	5.40	32
0:14:0	5.40	32
0:14:3	5.40	32
0:14:6	5.40	32
0:14:9	5.40	32
0:14:12	5.40	32
0:14:15	5.40	32
0:14:18	4.50	33
0:14:21	5.40	33
0:14:24	5.40	33
0:14:27	4.50	32
0:14:30	5.40	32
0:14:33	5.40	32
0:14:36	5.40	32
0:14:39	4.50	32
0:14:42	5.40	32
0:14:45	4.50	33
0:14:48	5.40	33
0:14:51	5.40	33
0:14:54	4.50	33
0:14:57	5.40	33
0:15:0	4.50	33
0:15:3	5.40	33
0:15:6	5.40	33
0:15:9	4.50	33
0:15:12	5.40	33
0:15:15	5.40	33
0:15:18	4.50	33
0:15:21	4.50	29
0:15:24	5.40	33
0:15:27	4.50	33
0:15:30	5.40	33
