time	wsp	wdir
0:8:31	9.00	346
0:8:34	8.10	346
0:8:37	9.00	345
0:8:40	8.10	346
0:8:43	9.00	345
0:8:46	9.00	346
0:8:49	9.00	345
0:8:52	8.10	346
0:8:55	9.00	345
0:8:58	8.10	345
0:9:1	9.00	345
0:9:4	9.00	345
0:9:7	8.10	345
0:9:10	9.00	346
0:9:13	8.10	346
0:9:16	9.00	346
0:9:19	9.00	346
0:9:22	9.00	344
0:9:25	9.00	345
0:9:28	8.10	345
0:9:31	9.00	346
0:9:34	9.00	346
0:9:37	8.10	345
0:9:40	8.10	345
0:9:43	9.00	345
0:9:46	8.10	345
0:9:49	8.10	346
0:9:52	8.10	346
0:9:55	8.10	345
0:9:58	8.10	346
0:10:1	9.00	344
0:10:4	8.10	346
0:10:7	8.10	346
0:10:10	8.10	345
0:10:13	9.00	345
0:10:16	8.10	346
0:10:19	9.00	346
0:10:22	8.10	346
0:10:25	8.10	345
0:10:28	8.10	345
0:10:31	9.00	346
0:10:34	8.10	347
0:10:37	9.00	344
0:10:40	8.10	345
0:10:43	7.20	345
0:10:46	6.30	345
0:10:49	7.20	345
0:10:52	6.30	346
0:10:55	5.40	345
0:10:58	6.30	345
0:11:1	5.40	346
0:11:4	6.30	346
0:11:7	5.40	346
0:11:10	6.30	346
0:11:13	6.30	346
0:11:16	6.30	346
0:11:19	6.30	346
0:11:22	5.40	346
0:11:25	6.30	345
0:11:28	5.40	345
0:11:31	6.30	345
0:11:34	6.30	346
0:11:37	6.30	346
0:11:40	5.40	346
0:11:43	6.30	346
0:11:46	5.40	345
0:11:49	6.30	345
0:11:52	6.30	345
0:11:55	6.30	345
0:11:58	6.30	345
0:12:1	6.30	345
0:12:4	6.30	344
0:12:7	6.30	345
0:12:10	6.30	346
0:12:13	6.30	345
0:12:16	5.40	346
0:12:19	6.30	345
0:12:22	6.30	346
0:12:25	6.30	346
0:12:28	6.30	345
0:12:31	6.30	345
0:12:34	6.30	345
0:12:37	6.30	344
0:12:40	7.20	345
0:12:43	6.30	346
0:12:46	6.30	345
0:12:49	6.30	345
0:12:52	6.30	345
0:12:55	5.40	345
0:12:58	6.30	346
0:13:1	6.30	345
0:13:4	6.30	345
0:13:7	5.40	345
0:13:10	6.30	345
0:13:13	5.40	345
0:13:16	6.30	345
0:13:19	5.40	345
0:13:22	6.30	345
0:13:25	5.40	345
0:13:28	6.30	345
0:13:31	6.30	345
0:13:34	6.30	345
0:13:37	6.30	346
0:13:40	5.40	345
0:13:43	6.30	345
0:13:46	5.40	346
0:13:49	6.30	346
0:13:52	6.30	345
0:13:55	6.30	345
0:13:58	6.30	345
0:14:1	6.30	346
0:14:4	5.40	346
0:14:7	6.30	345
0:14:10	6.30	346
0:14:13	5.40	346
0:14:16	6.30	346
0:14:19	6.30	345
0:14:22	5.40	345
0:14:25	6.30	345
0:14:28	6.30	345
0:14:31	6.30	345
0:14:34	6.30	345
0:14:37	6.30	345
0:14:40	6.30	345
0:14:43	6.30	345
0:14:46	5.40	346
0:14:49	6.30	345
0:14:52	6.30	345
0:14:55	5.40	345
0:14:58	6.30	345
0:15:1	6.30	345
0:15:4	6.30	345
0:15:7	6.30	345
0:15:10	5.40	345
0:15:13	6.30	345
0:15:16	6.30	345
0:15:19	6.30	345
0:15:22	6.30	346
0:15:25	6.30	346
0:15:28	5.40	345
0:15:31	6.30	345
0:15:34	6.30	346
0:15:37	6.30	345
0:15:40	5.40	346
0:15:43	6.30	346
0:15:46	5.40	346
0:15:49	6.30	345
